id,tenantId,empTitle,empLength,state,homeownership,annualIncome,verifiedIncome,debtToIncome,createdAt,updatedAt
21068e81-f67d-41e0-ac6c-f6cd5367756a,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,director of operations,4,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
83b7176e-60e5-49ff-9fc7-d4429df44571,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,hospitalist,3,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
d210fe8f-1c1f-4409-a76d-fa5e96318cbe,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,teacher,9,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
f9630145-b48a-471a-9506-ff788c04757f,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,controller,3,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
5d30fcfd-be20-4b2b-96f2-e79eb9d14802,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,deputy,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
e00e308e-0d44-4544-b447-6abd8f8ce5d2,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,armed protection officer ,1,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
dffd1d04-0d37-4429-9489-f636cbe50b12,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,driver,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
e7b7d2e8-3a90-4fa1-932b-d050bcbe735f,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,supplies clerk,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
1d4df3f8-6349-42b6-babc-3e196e29f846,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,loan consultant ,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
1e9ae021-db06-4467-97d2-86b9495fe01c,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,bank coordinator,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
4f515824-6eaa-47b7-9ad6-672c10bd1a23,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,nan,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
72d1c953-3ebd-4b62-a55f-5354a83d9e30,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,senior recruiter,5,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
c748edc9-9a52-42b8-8b57-53c45a404bc3,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,reader advisor,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
016b1aea-b892-436f-9988-2dee4eec180a,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,truck driver,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
5f58e1cf-b5b1-47eb-bf09-acf04cb724a2,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,sales,4,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
6739e5b5-8ac9-48db-9aa7-c3d1773616e9,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,director of support services,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
e66f69d1-b240-4e96-93f2-c80f2956e275,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,rn,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
67905bc5-1994-46b6-9000-44f84199f309,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,police recruit,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
ba8634c0-7328-4ec7-aae2-56a965e3c1e0,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,lead teller,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
2fac2054-9696-4e09-a4a1-6dfa42c40a07,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,registered nurse,6,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
d4beece0-d2bf-4278-967d-97c16c31890c,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,hes advisor ,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
dd0a6608-d95b-475d-85d7-e1c42fa8d306,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,sr admin assistant,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
d769a387-f60f-45fe-95d4-99ad99386fd3,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,president,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
570916e7-2ef6-4a29-8344-07d77cd8ac65,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,hvac technician,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
c86f9412-082f-44dd-bd76-71ec5a67c238,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,nurse assistant,5,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
983bf1ee-fc84-487b-bda2-0688252d6c7b,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,nan,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
211ca299-84b1-4756-b34f-88af53d2dbd5,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,driver,8,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
921347dd-bc2d-4e9a-bd33-7e1ea1b2ad3a,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,gourmet food server,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
8c2e5bc4-4d09-4245-801b-a316975c2e48,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,nan,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
1b7d49d9-09a5-43ba-8fb1-4c9fc19827b1,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,program manager,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
60dd354a-cbf5-4e8d-9976-68cca924a911,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,deputy assessor ,8,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
47d6a8ea-0124-4a51-ba72-de5e3f0da431,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,service tech,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
6f33f257-388a-4edc-9f0e-399d2e132e7f,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,senior technically writer,1,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
555c523c-ce33-4148-9529-771847d3697d,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,rn,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
c73c8393-13d3-4db5-948e-f82c177f7844,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,escrow manager,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
285ff094-8ad2-4771-9bcb-a77c4a2465d7,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,quality control,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
cfaa9905-6cc2-422a-8f44-38042b7d7128,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,medical billing account rep,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
59813666-45be-4bd3-b6da-e5bf4c82effa,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,truck driver,5,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
d299f1d3-1f5a-4d0b-821a-4bc12c894f38,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,general manager,5,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
1cde36da-308f-4d7b-b8cd-d8cd276d9f75,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,bartender,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
e0e8c99b-4a81-4006-8038-0fc68c947ed4,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,nan,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
5c565df5-2fe4-457a-b4a2-aa770a7e2f75,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,interpreter/translator/school enrolment ,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
41d14eaf-26c2-4f8f-a3cd-06baccc8bf2e,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,accounts receivable manager,3,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
8447c573-5c01-45c2-837d-e09362236bae,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,asst to the director of theatre,3,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
58586830-8199-4469-be3d-0c32a8a6920b,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,rn,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
cf3bcbcd-7b26-4594-9227-d46c08f99612,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,warehouse,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
9fa86d5c-fd17-4b5e-84b7-082ff9b6a7cd,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,nan,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
252a5444-dee0-43f8-a1e1-fec8a45716ac,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,operations manager,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
d7762849-07e6-44fe-9c76-d4a90fe2633e,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,administrative assistant,9,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
743450e9-0723-4d7b-9e6d-a0b251ea7c40,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,composite tehnician,4,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
90341500-c89c-4a88-9309-4b773da31242,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,pta,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
6079ae21-980d-4067-8609-8e001637bd6c,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,service director,1,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
8683cfe6-a6d4-4008-a8a5-6b6bb1df93a3,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,it support,8,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
1560bc7a-33f3-469a-84e1-45dcf2547b6d,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,senior accounts payable clerk,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
87a48bb2-5949-4a8e-b7be-0de5da2a1a48,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,master driver,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
651b77ed-df83-4b6f-87ad-bce08f77525d,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,teacher,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
96382c1d-65b7-4356-9969-8282e08d229b,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,physician assistant,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
3f14b4b0-e4a3-4dad-a899-a77fea7ab34e,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,credit analyst,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
48f65621-f613-4d60-bb36-29025ef44a04,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,rca,5,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
49a2544e-4cf8-4b90-959d-41bf46fc6da7,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,cabinet maker/installer,8,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
26e5230d-ef68-4cd7-8e52-78db28464905,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,benefits representative,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
24509b53-8fba-45ec-abc7-110780e47425,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,mechanic,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
5adb6da8-5ca6-471d-b946-d705f855779c,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,superintendent -customer operations,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
8bb9249c-b66f-4d3f-895e-50b444e232f5,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,teller,5,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
f613970e-eb45-483b-8ab6-b0bcd2a9e948,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,nan,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
2f7a06a8-aa99-4934-8439-cee2d6cbda22,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,territory manager,3,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
4611941d-a2bf-4b76-b9f1-5e268832932f,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,sr engineer,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
2f010fee-136f-488c-8206-1c9cd034b1cf,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,office manager,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
4647a1f1-7e30-4168-a69d-ea9bab52c762,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,petroleum operator ,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
b890f196-7254-4e78-b1c5-1372df36f19c,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,owner,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
9307e326-809a-47c8-a418-ed183242e25a,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,project manager,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
08e08518-7058-4ad8-8b6f-c04c7ae6ed20,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,driver/crane opeator,5,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
44dfbb35-359d-4bb6-8fa1-76b422ef0a57,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,audit manager,0,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
e140fbba-c96e-45f3-a1ef-18f03c5b29dc,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,cfo,4,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
ab75dc55-d8b5-4a8b-be76-f973eeda08ed,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,qa auditor,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
d5ed8d26-8f3c-4b9d-a543-e0e21d4179ab,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,line cook,1,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
bfcbf70e-b391-487f-945d-2aef0dd96e62,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,supervisor of technical trades,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
090ad319-2416-4ad6-8a48-9293585b4aba,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,crew chief ,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
5a2bea01-542f-4d2d-86b2-5fc7a26f4947,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,owner,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
eb7b4c62-4c6a-4a7a-8b4b-93781240fdd9,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,bus operator ,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
b5731305-894e-41fa-896b-4bdae151ade8,f1bc27ea-ffb9-4edf-b483-9ac5d728363e,web developer,2,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
2780048f-2e91-4acd-a778-b163e6b60755,f0f4240a-5ca4-41ee-8f95-011c31c87ad3,educator,10,N/A,UNKNOWN,0.0,UNKNOWN,0.0,2025-05-25T19:44:22.541093,2025-05-25T19:44:22.541093
